Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
PLANT_1230,Tomato,Yellow,8.52,51.21,29.98,Healthy
PLANT_1231,Potato,Green,3.82,73.91,20.89,Healthy
PLANT_1232,Wheat,Green,1.99,85.15,31.65,Healthy
PLANT_1233,Potato,Brown,3.71,73.74,30.59,Severe Infection
PLANT_1234,Tomato,Brown,0.6,77.26,34.03,Healthy
PLANT_1235,Tomato,Green,5.36,43.73,29.09,Healthy
PLANT_1236,Tomato,Yellow,1.98,83.33,21.88,Healthy
PLANT_1237,Tomato,Brown,1.03,88.27,29.41,Healthy
PLANT_1238,Corn,Yellow,5.43,54.22,31.08,Healthy
PLANT_1239,Rice,Yellow,0.74,56.35,32.42,Healthy
PLANT_1240,Wheat,Green,2.67,83.0,18.39,Healthy
PLANT_1241,Rice,Green,3.48,63.3,18.23,Healthy
PLANT_1242,Wheat,Yellow,7.54,79.01,22.87,Healthy
PLANT_1243,Wheat,Green,1.44,46.21,25.24,Healthy
PLANT_1244,Potato,Brown,8.65,67.1,17.54,Healthy
PLANT_1245,Tomato,Green,9.74,71.37,25.7,Healthy
PLANT_1246,Corn,Brown,5.62,34.36,30.77,Severe Infection
PLANT_1247,Wheat,Yellow,2.35,62.49,30.23,Healthy
PLANT_1248,Potato,Brown,2.62,34.42,28.88,Healthy
PLANT_1249,Potato,Yellow,5.88,75.06,24.59,Healthy
PLANT_1250,Wheat,Yellow,3.69,47.84,21.17,Severe Infection
PLANT_1251,Rice,Brown,9.41,45.01,24.94,Healthy
PLANT_1252,Rice,Brown,1.27,53.07,30.86,Healthy
PLANT_1253,Potato,Green,4.04,78.67,19.72,Healthy
PLANT_1254,Corn,Green,4.6,51.7,32.75,Severe Infection
PLANT_1255,Rice,Brown,2.9,44.6,25.51,Mild Infection
PLANT_1256,Corn,Yellow,3.62,85.32,17.92,Mild Infection
PLANT_1257,Rice,Yellow,3.62,32.85,34.81,Healthy
PLANT_1258,Corn,Brown,6.22,83.16,29.71,Healthy
PLANT_1259,Wheat,Yellow,2.22,41.39,17.5,Severe Infection
PLANT_1260,Corn,Green,4.13,70.69,25.91,Healthy
PLANT_1261,Potato,Brown,7.44,65.41,26.41,Healthy
PLANT_1262,Tomato,Yellow,3.68,78.69,19.59,Healthy
PLANT_1263,Rice,Brown,8.55,66.2,26.18,Mild Infection
PLANT_1264,Potato,Yellow,3.78,66.72,26.71,Healthy
PLANT_1265,Rice,Brown,6.04,88.22,16.5,Mild Infection
PLANT_1266,Wheat,Green,1.02,39.64,23.36,Healthy
PLANT_1267,Potato,Yellow,9.98,45.26,26.68,Healthy
PLANT_1268,Rice,Brown,8.84,82.0,34.0,Severe Infection
PLANT_1269,Rice,Brown,1.43,34.43,24.39,Healthy
PLANT_1270,Tomato,Green,1.51,74.89,24.16,Healthy
PLANT_1271,Rice,Yellow,2.96,82.63,17.82,Healthy
PLANT_1272,Rice,Yellow,2.97,75.0,26.49,Severe Infection
PLANT_1273,Potato,Brown,8.7,68.48,30.44,Healthy
PLANT_1274,Wheat,Yellow,9.2,73.63,31.61,Healthy
PLANT_1275,Rice,Green,5.5,61.31,32.09,Healthy
PLANT_1276,Corn,Green,2.54,51.3,26.17,Healthy
PLANT_1277,Potato,Yellow,2.64,39.25,15.17,Healthy
PLANT_1278,Rice,Green,5.67,71.48,20.84,Healthy
PLANT_1279,Potato,Green,7.09,62.07,24.69,Mild Infection
PLANT_1280,Tomato,Yellow,0.34,72.75,27.53,Healthy
PLANT_1281,Corn,Green,4.26,76.37,21.36,Severe Infection
PLANT_1282,Corn,Green,8.45,66.13,30.74,Healthy
PLANT_1283,Rice,Green,3.56,84.88,18.06,Mild Infection
PLANT_1284,Rice,Yellow,4.74,55.46,16.61,Healthy
PLANT_1285,Wheat,Yellow,9.97,63.52,24.66,Severe Infection
PLANT_1286,Tomato,Yellow,7.6,46.05,28.97,Healthy
PLANT_1287,Potato,Green,1.41,75.58,20.37,Healthy
PLANT_1288,Potato,Yellow,6.65,70.26,17.93,Healthy
PLANT_1289,Rice,Green,7.31,35.91,24.48,Healthy
PLANT_1290,Corn,Brown,0.95,30.89,18.76,Healthy
PLANT_1291,Corn,Brown,3.58,86.98,15.02,Healthy
PLANT_1292,Potato,Yellow,6.91,78.52,21.23,Healthy
PLANT_1293,Corn,Yellow,1.43,56.7,33.35,Severe Infection
PLANT_1294,Potato,Brown,6.95,48.96,26.89,Healthy
PLANT_1295,Rice,Yellow,3.26,85.47,17.11,Healthy
PLANT_1296,Rice,Green,4.5,82.24,28.72,Healthy
PLANT_1297,Potato,Green,2.5,68.03,24.35,Mild Infection
PLANT_1298,Wheat,Green,6.74,68.41,30.12,Healthy
PLANT_1299,Wheat,Green,6.22,54.17,18.85,Healthy
PLANT_1300,Potato,Brown,0.83,33.73,33.72,Healthy
PLANT_1301,Tomato,Yellow,8.52,44.45,21.99,Healthy
PLANT_1302,Tomato,Brown,6.21,34.99,20.9,Healthy
PLANT_1303,Rice,Brown,7.8,48.78,16.11,Healthy
PLANT_1304,Rice,Yellow,9.9,86.41,34.28,Healthy
PLANT_1305,Wheat,Green,9.46,49.74,25.97,Healthy
PLANT_1306,Potato,Green,1.3,84.63,21.98,Severe Infection
PLANT_1307,Corn,Yellow,5.09,45.36,16.22,Severe Infection
PLANT_1308,Wheat,Green,7.4,40.74,33.28,Healthy
PLANT_1309,Corn,Brown,0.41,84.16,20.83,Healthy
PLANT_1310,Corn,Brown,1.04,85.14,31.8,Healthy
PLANT_1311,Potato,Green,0.23,37.06,28.58,Healthy
PLANT_1312,Rice,Brown,8.97,55.87,34.42,Healthy
PLANT_1313,Tomato,Green,0.79,78.35,17.61,Healthy
PLANT_1314,Tomato,Brown,2.17,38.98,19.79,Mild Infection
PLANT_1315,Wheat,Yellow,5.24,54.91,31.15,Mild Infection
PLANT_1316,Wheat,Yellow,1.73,53.01,25.95,Healthy
PLANT_1317,Wheat,Brown,4.23,87.78,27.8,Healthy
PLANT_1318,Rice,Brown,6.78,40.14,26.7,Healthy
PLANT_1319,Wheat,Yellow,3.71,56.18,26.61,Healthy
PLANT_1320,Wheat,Brown,5.72,84.73,34.21,Mild Infection
PLANT_1321,Tomato,Yellow,8.38,30.59,28.27,Healthy
PLANT_1322,Tomato,Brown,2.74,66.9,26.94,Severe Infection
PLANT_1323,Corn,Yellow,1.5,43.81,30.43,Healthy
PLANT_1324,Potato,Green,7.81,32.31,28.72,Mild Infection
PLANT_1325,Corn,Yellow,1.29,32.19,21.87,Mild Infection
PLANT_1326,Rice,Yellow,4.25,50.75,28.53,Healthy
PLANT_1327,Potato,Brown,1.74,87.8,34.18,Mild Infection
PLANT_1328,Wheat,Green,7.42,56.06,24.04,Healthy
PLANT_1329,Corn,Green,0.23,45.05,26.9,Severe Infection
PLANT_1330,Potato,Green,2.48,64.69,22.39,Healthy
PLANT_1331,Tomato,Brown,1.47,84.41,18.65,Healthy
PLANT_1332,Wheat,Green,9.56,62.95,29.44,Mild Infection
PLANT_1333,Wheat,Green,5.95,41.3,22.26,Healthy
PLANT_1334,Corn,Brown,5.38,66.89,27.86,Healthy
PLANT_1335,Potato,Yellow,4.01,85.31,29.46,Mild Infection
PLANT_1336,Potato,Green,0.12,58.28,21.01,Healthy
PLANT_1337,Corn,Brown,2.23,32.34,30.45,Healthy
PLANT_1338,Corn,Brown,8.55,74.7,34.25,Healthy
PLANT_1339,Rice,Yellow,4.92,47.74,19.33,Healthy
PLANT_1340,Potato,Brown,8.02,86.79,27.1,Severe Infection
PLANT_1341,Rice,Yellow,2.38,74.85,22.14,Mild Infection
PLANT_1342,Potato,Brown,8.07,32.84,21.39,Healthy
PLANT_1343,Potato,Yellow,4.31,39.69,29.46,Healthy
PLANT_1344,Tomato,Yellow,1.48,89.48,19.46,Severe Infection
PLANT_1345,Corn,Green,3.97,89.08,33.56,Healthy
PLANT_1346,Wheat,Green,1.23,65.75,18.67,Severe Infection
PLANT_1347,Corn,Green,3.33,88.16,16.06,Healthy
PLANT_1348,Rice,Green,6.06,78.91,31.87,Mild Infection
PLANT_1349,Rice,Yellow,6.17,87.16,22.85,Mild Infection
PLANT_1350,Corn,Green,2.6,30.62,32.5,Healthy
PLANT_1351,Tomato,Green,1.32,32.18,21.27,Healthy
PLANT_1352,Potato,Yellow,8.75,39.6,30.36,Healthy
PLANT_1353,Potato,Green,5.18,71.47,29.31,Healthy
PLANT_1354,Tomato,Green,4.71,47.44,30.89,Healthy
PLANT_1355,Tomato,Green,6.09,85.51,24.95,Mild Infection
PLANT_1356,Rice,Brown,3.37,50.53,32.28,Healthy
PLANT_1357,Potato,Brown,3.38,32.32,16.28,Severe Infection
PLANT_1358,Rice,Brown,5.76,83.28,16.49,Healthy
PLANT_1359,Tomato,Green,7.6,85.73,24.12,Healthy
PLANT_1360,Tomato,Yellow,4.36,63.76,33.07,Healthy
PLANT_1361,Corn,Brown,8.12,61.45,17.77,Healthy
PLANT_1362,Rice,Brown,8.61,73.64,17.8,Mild Infection
PLANT_1363,Corn,Green,9.27,35.54,21.86,Healthy
PLANT_1364,Potato,Yellow,2.65,83.02,23.12,Healthy
PLANT_1365,Potato,Yellow,3.04,62.49,27.2,Healthy
PLANT_1366,Corn,Green,3.73,77.39,24.42,Healthy
PLANT_1367,Tomato,Green,9.24,33.83,19.24,Healthy
PLANT_1368,Potato,Yellow,2.5,35.5,20.58,Healthy
PLANT_1369,Tomato,Green,10.0,33.38,32.87,Healthy
PLANT_1370,Tomato,Brown,9.0,35.99,17.86,Healthy
PLANT_1371,Potato,Green,8.49,80.4,28.99,Healthy
PLANT_1372,Wheat,Green,8.59,35.6,21.13,Severe Infection
PLANT_1373,Wheat,Brown,4.15,85.98,20.38,Healthy
PLANT_1374,Wheat,Yellow,4.26,74.97,22.03,Mild Infection
PLANT_1375,Rice,Yellow,6.04,85.87,23.27,Mild Infection
PLANT_1376,Rice,Yellow,9.89,49.55,16.97,Healthy
PLANT_1377,Potato,Green,8.64,43.74,29.6,Healthy
PLANT_1378,Corn,Brown,9.09,81.42,15.89,Healthy
PLANT_1379,Tomato,Yellow,5.24,64.72,29.43,Healthy
PLANT_1380,Wheat,Brown,3.01,86.4,15.11,Healthy
PLANT_1381,Wheat,Brown,2.33,33.14,28.7,Healthy
PLANT_1382,Rice,Yellow,3.3,64.6,19.88,Healthy
PLANT_1383,Potato,Yellow,5.46,66.29,21.41,Healthy
PLANT_1384,Potato,Brown,1.2,38.86,25.7,Healthy
PLANT_1385,Wheat,Green,1.03,83.82,16.8,Healthy
PLANT_1386,Corn,Green,6.51,42.03,34.16,Healthy
PLANT_1387,Corn,Green,5.78,72.37,20.85,Healthy
PLANT_1388,Rice,Brown,5.54,53.2,17.47,Severe Infection
PLANT_1389,Corn,Brown,3.23,44.9,19.4,Healthy
PLANT_1390,Tomato,Brown,0.06,81.05,28.27,Healthy
PLANT_1391,Corn,Brown,7.57,77.53,21.62,Healthy
PLANT_1392,Potato,Brown,8.08,51.47,27.06,Healthy
PLANT_1393,Corn,Green,9.2,76.67,32.17,Healthy
PLANT_1394,Corn,Green,9.05,36.3,33.29,Healthy
PLANT_1395,Corn,Brown,5.65,75.28,26.21,Healthy
PLANT_1396,Rice,Brown,7.82,69.09,32.24,Mild Infection
PLANT_1397,Potato,Yellow,2.38,37.47,31.83,Healthy
PLANT_1398,Wheat,Yellow,5.55,71.36,25.5,Healthy
PLANT_1399,Rice,Green,2.83,88.91,28.89,Healthy
PLANT_1400,Corn,Green,3.79,74.8,21.66,Healthy
PLANT_1401,Wheat,Yellow,5.73,89.9,17.83,Severe Infection
PLANT_1402,Potato,Yellow,8.62,42.21,32.76,Healthy
PLANT_1403,Tomato,Green,0.14,32.54,17.11,Severe Infection
PLANT_1404,Corn,Brown,0.43,48.02,26.56,Healthy
PLANT_1405,Wheat,Green,4.03,87.51,20.44,Healthy
PLANT_1406,Rice,Brown,1.12,70.9,29.39,Mild Infection
PLANT_1407,Potato,Yellow,8.03,43.48,20.16,Severe Infection
PLANT_1408,Corn,Yellow,8.97,76.53,22.87,Healthy
PLANT_1409,Corn,Yellow,6.7,83.69,23.14,Healthy
PLANT_1410,Corn,Yellow,1.42,78.48,31.6,Healthy
PLANT_1411,Wheat,Green,4.23,52.23,28.11,Mild Infection
PLANT_1412,Corn,Yellow,6.93,69.98,27.17,Healthy
PLANT_1413,Tomato,Yellow,4.5,32.78,26.21,Healthy
PLANT_1414,Corn,Brown,5.12,31.74,34.82,Healthy
PLANT_1415,Potato,Brown,5.77,49.96,18.64,Healthy
PLANT_1416,Potato,Green,5.72,74.91,34.9,Mild Infection
PLANT_1417,Rice,Green,8.43,65.8,34.83,Mild Infection
PLANT_1418,Rice,Yellow,5.82,33.08,17.29,Healthy
PLANT_1419,Tomato,Brown,3.95,65.71,18.69,Mild Infection
PLANT_1420,Corn,Green,3.98,72.59,33.42,Healthy
PLANT_1421,Rice,Brown,1.46,47.33,29.49,Mild Infection
PLANT_1422,Rice,Green,0.94,38.03,27.42,Healthy
PLANT_1423,Corn,Brown,3.26,51.86,25.77,Healthy
PLANT_1424,Wheat,Brown,8.28,67.22,16.11,Healthy
PLANT_1425,Rice,Yellow,4.67,31.26,29.35,Healthy
PLANT_1426,Corn,Brown,6.43,61.14,31.5,Healthy
PLANT_1427,Wheat,Green,0.97,82.07,30.2,Healthy
PLANT_1428,Potato,Yellow,5.49,66.84,33.29,Mild Infection
PLANT_1429,Tomato,Green,0.49,35.17,15.08,Mild Infection
PLANT_1430,Potato,Green,6.82,75.13,31.64,Healthy
PLANT_1431,Potato,Brown,0.06,39.34,16.4,Healthy
PLANT_1432,Potato,Yellow,0.77,46.7,31.54,Healthy
PLANT_1433,Rice,Yellow,5.79,69.25,22.98,Healthy
PLANT_1434,Potato,Yellow,2.41,71.21,15.93,Healthy
PLANT_1435,Wheat,Yellow,7.18,68.44,31.42,Healthy
PLANT_1436,Corn,Yellow,1.09,39.31,26.51,Severe Infection
PLANT_1437,Potato,Brown,5.35,76.56,21.98,Mild Infection
PLANT_1438,Corn,Green,2.4,59.71,25.49,Severe Infection
PLANT_1439,Tomato,Green,5.34,63.49,22.88,Mild Infection
PLANT_1440,Rice,Green,4.87,74.13,23.02,Healthy
PLANT_1441,Potato,Brown,6.53,36.89,26.78,Healthy
PLANT_1442,Tomato,Yellow,2.05,66.63,19.4,Mild Infection
PLANT_1443,Corn,Green,2.77,49.37,17.31,Mild Infection
PLANT_1444,Tomato,Yellow,0.16,84.4,29.31,Healthy
PLANT_1445,Rice,Green,3.52,83.51,17.03,Severe Infection
PLANT_1446,Tomato,Green,7.22,66.26,33.04,Mild Infection
PLANT_1447,Tomato,Yellow,3.74,67.07,33.46,Healthy
PLANT_1448,Corn,Yellow,1.97,89.25,23.87,Healthy
PLANT_1449,Wheat,Yellow,8.35,50.79,16.48,Healthy
PLANT_1450,Wheat,Green,6.0,31.99,15.52,Healthy
PLANT_1451,Potato,Brown,5.97,49.79,33.76,Healthy
PLANT_1452,Tomato,Brown,3.2,65.73,27.27,Mild Infection
PLANT_1453,Tomato,Brown,0.12,33.38,20.52,Healthy
PLANT_1454,Potato,Green,9.38,39.47,17.76,Healthy
PLANT_1455,Wheat,Green,9.67,76.45,25.25,Healthy
PLANT_1456,Tomato,Green,7.16,31.54,15.63,Healthy
PLANT_1457,Tomato,Brown,4.85,74.85,22.02,Healthy
PLANT_1458,Rice,Brown,0.12,69.87,27.99,Healthy
PLANT_1459,Tomato,Yellow,0.6,45.08,26.45,Mild Infection
PLANT_1460,Potato,Yellow,0.93,47.2,31.49,Mild Infection
PLANT_1461,Corn,Brown,9.77,40.56,24.63,Healthy
PLANT_1462,Corn,Yellow,0.25,50.56,21.66,Healthy
PLANT_1463,Tomato,Green,3.41,60.15,15.58,Healthy
PLANT_1464,Corn,Green,0.13,40.44,23.29,Mild Infection
PLANT_1465,Tomato,Brown,0.72,38.25,25.55,Severe Infection
PLANT_1466,Corn,Brown,8.03,77.82,19.41,Mild Infection
PLANT_1467,Rice,Brown,5.41,50.02,24.48,Healthy
PLANT_1468,Potato,Yellow,6.68,58.19,34.83,Severe Infection
PLANT_1469,Corn,Green,3.7,38.7,23.62,Healthy
PLANT_1470,Tomato,Green,9.56,34.43,22.24,Healthy
PLANT_1471,Rice,Green,8.15,87.88,34.66,Healthy
PLANT_1472,Corn,Brown,1.18,84.98,28.79,Healthy
PLANT_1473,Rice,Brown,7.96,49.28,20.95,Healthy
PLANT_1474,Rice,Green,7.6,53.79,34.47,Healthy
PLANT_1475,Corn,Brown,3.84,40.58,22.74,Healthy
PLANT_1476,Wheat,Yellow,4.24,74.9,34.75,Healthy
PLANT_1477,Wheat,Brown,4.02,63.5,17.4,Healthy
PLANT_1478,Wheat,Green,3.94,31.53,16.99,Healthy
PLANT_1479,Wheat,Yellow,6.06,63.66,28.58,Healthy
PLANT_1480,Tomato,Green,7.92,68.33,23.71,Severe Infection
PLANT_1481,Tomato,Yellow,3.02,39.26,31.2,Mild Infection
PLANT_1482,Tomato,Brown,4.72,50.14,34.82,Healthy
PLANT_1483,Potato,Green,6.23,30.85,17.49,Healthy
PLANT_1484,Tomato,Yellow,1.56,89.19,21.84,Healthy
PLANT_1485,Potato,Yellow,4.7,69.44,28.42,Healthy
PLANT_1486,Wheat,Green,2.67,54.05,33.13,Healthy
PLANT_1487,Wheat,Brown,7.72,30.66,17.01,Healthy
PLANT_1488,Wheat,Yellow,8.69,65.42,32.72,Healthy
PLANT_1489,Rice,Yellow,1.28,50.86,24.19,Healthy
PLANT_1490,Tomato,Green,5.53,55.87,23.9,Healthy
PLANT_1491,Wheat,Brown,8.92,32.36,19.88,Healthy
PLANT_1492,Corn,Brown,8.37,39.57,32.69,Healthy
PLANT_1493,Potato,Green,5.29,84.3,16.55,Healthy
PLANT_1494,Wheat,Brown,4.39,62.49,29.71,Mild Infection
PLANT_1495,Rice,Green,4.72,42.6,20.96,Severe Infection
PLANT_1496,Corn,Green,0.66,86.71,24.19,Healthy
PLANT_1497,Rice,Brown,3.0,48.22,23.95,Mild Infection
PLANT_1498,Wheat,Yellow,4.0,75.79,15.41,Healthy
PLANT_1499,Wheat,Yellow,1.52,54.54,33.3,Healthy
PLANT_1500,Rice,Green,8.84,63.83,23.43,Healthy
PLANT_1501,Potato,Yellow,9.61,61.4,33.0,Mild Infection
PLANT_1502,Wheat,Green,6.51,75.19,26.25,Healthy
PLANT_1503,Tomato,Green,6.6,72.53,17.08,Mild Infection
PLANT_1504,Corn,Brown,8.27,71.73,33.14,Healthy
PLANT_1505,Rice,Green,9.3,41.45,26.42,Healthy
PLANT_1506,Rice,Yellow,9.84,35.95,21.45,Mild Infection
PLANT_1507,Tomato,Yellow,4.03,63.85,22.99,Healthy
PLANT_1508,Tomato,Brown,6.62,87.69,21.44,Healthy
PLANT_1509,Wheat,Green,4.59,36.01,33.79,Mild Infection
PLANT_1510,Corn,Yellow,4.58,50.54,26.39,Healthy
PLANT_1511,Corn,Yellow,5.18,82.2,16.77,Healthy
PLANT_1512,Corn,Green,6.78,37.97,23.75,Healthy
PLANT_1513,Wheat,Green,8.68,53.23,16.59,Healthy
PLANT_1514,Tomato,Green,4.75,45.12,17.73,Mild Infection
PLANT_1515,Wheat,Green,9.39,37.9,31.01,Mild Infection
PLANT_1516,Corn,Brown,1.52,48.35,30.29,Severe Infection
PLANT_1517,Rice,Green,5.43,53.29,22.74,Mild Infection
PLANT_1518,Tomato,Yellow,2.77,70.09,16.84,Healthy
PLANT_1519,Wheat,Brown,3.08,33.44,29.92,Severe Infection
PLANT_1520,Tomato,Green,8.06,46.44,31.56,Mild Infection
PLANT_1521,Corn,Green,6.74,83.92,23.74,Healthy
PLANT_1522,Rice,Brown,0.25,80.49,28.28,Severe Infection
PLANT_1523,Tomato,Yellow,6.31,34.28,32.08,Healthy
PLANT_1524,Tomato,Yellow,6.43,89.71,20.44,Healthy
PLANT_1525,Rice,Brown,6.58,41.67,17.86,Healthy
PLANT_1526,Potato,Yellow,7.73,65.0,29.13,Healthy
PLANT_1527,Tomato,Brown,5.38,58.29,32.88,Healthy
PLANT_1528,Tomato,Green,1.8,53.52,26.03,Mild Infection
PLANT_1529,Wheat,Brown,7.93,63.78,20.4,Healthy
PLANT_1530,Rice,Yellow,0.78,55.74,34.22,Mild Infection
PLANT_1531,Tomato,Green,1.91,35.23,34.18,Healthy
PLANT_1532,Potato,Green,4.25,70.04,31.26,Healthy
PLANT_1533,Tomato,Yellow,5.13,53.04,22.57,Healthy
PLANT_1534,Potato,Brown,7.55,38.61,29.91,Healthy
PLANT_1535,Potato,Green,7.73,87.2,25.6,Healthy
PLANT_1536,Rice,Brown,7.6,64.77,27.76,Severe Infection
PLANT_1537,Rice,Brown,1.4,34.09,22.15,Severe Infection
PLANT_1538,Wheat,Green,4.55,67.93,19.22,Mild Infection
PLANT_1539,Wheat,Green,4.65,77.1,21.91,Healthy
PLANT_1540,Rice,Green,6.31,30.79,28.49,Mild Infection
PLANT_1541,Rice,Yellow,0.67,77.05,18.77,Healthy
PLANT_1542,Tomato,Yellow,8.09,64.37,17.33,Mild Infection
PLANT_1543,Wheat,Yellow,7.21,37.58,26.72,Healthy
PLANT_1544,Rice,Green,9.55,66.35,31.43,Healthy
PLANT_1545,Potato,Green,2.87,52.37,26.52,Healthy
PLANT_1546,Wheat,Brown,7.46,30.96,21.07,Healthy
PLANT_1547,Potato,Brown,4.43,79.88,15.76,Mild Infection
PLANT_1548,Potato,Brown,7.75,34.99,18.33,Healthy
PLANT_1549,Rice,Yellow,2.14,82.87,20.84,Severe Infection
PLANT_1550,Rice,Yellow,9.35,34.37,19.79,Healthy
PLANT_1551,Tomato,Brown,0.56,73.99,21.47,Healthy
PLANT_1552,Rice,Green,8.44,58.48,20.4,Healthy
PLANT_1553,Tomato,Brown,0.93,82.49,29.92,Healthy
PLANT_1554,Tomato,Yellow,7.19,82.83,20.08,Healthy
PLANT_1555,Corn,Yellow,0.48,37.07,23.3,Healthy
PLANT_1556,Corn,Brown,1.86,55.8,19.03,Healthy
PLANT_1557,Wheat,Green,3.18,84.1,32.98,Healthy
PLANT_1558,Potato,Yellow,1.98,87.12,26.88,Healthy
PLANT_1559,Potato,Brown,4.84,70.22,27.84,Healthy
PLANT_1560,Tomato,Brown,0.33,77.51,19.63,Healthy
PLANT_1561,Wheat,Green,0.7,49.4,28.59,Healthy
PLANT_1562,Potato,Green,6.41,48.49,15.2,Severe Infection
PLANT_1563,Potato,Yellow,5.59,32.67,21.49,Healthy
PLANT_1564,Tomato,Green,8.02,41.02,17.51,Healthy
PLANT_1565,Potato,Green,8.67,49.72,18.06,Healthy
PLANT_1566,Tomato,Green,0.31,38.37,31.18,Mild Infection
PLANT_1567,Tomato,Brown,5.07,50.64,16.29,Mild Infection
PLANT_1568,Corn,Green,5.41,71.47,27.66,Severe Infection
PLANT_1569,Potato,Green,3.35,63.5,20.35,Healthy
PLANT_1570,Tomato,Brown,0.81,50.36,29.21,Severe Infection
PLANT_1571,Tomato,Yellow,2.7,71.54,24.1,Healthy
PLANT_1572,Potato,Brown,9.23,72.43,33.78,Mild Infection
PLANT_1573,Wheat,Yellow,8.84,66.36,20.0,Mild Infection
PLANT_1574,Rice,Yellow,4.48,81.46,33.71,Healthy
PLANT_1575,Corn,Brown,8.36,38.93,28.19,Severe Infection
PLANT_1576,Corn,Brown,1.7,47.83,29.86,Mild Infection
PLANT_1577,Tomato,Yellow,4.21,56.97,18.69,Healthy
PLANT_1578,Corn,Green,9.34,33.61,19.71,Severe Infection
PLANT_1579,Tomato,Yellow,9.21,86.57,19.73,Healthy
PLANT_1580,Wheat,Green,0.92,37.27,33.91,Healthy
PLANT_1581,Potato,Green,8.64,80.18,25.67,Healthy
PLANT_1582,Corn,Yellow,5.86,85.51,16.77,Healthy
PLANT_1583,Potato,Green,5.83,55.42,34.79,Mild Infection
PLANT_1584,Wheat,Green,0.65,48.17,29.5,Severe Infection
PLANT_1585,Corn,Brown,2.04,46.88,29.05,Healthy
PLANT_1586,Potato,Green,8.92,65.26,16.3,Severe Infection
PLANT_1587,Wheat,Yellow,3.01,59.31,16.72,Mild Infection
PLANT_1588,Tomato,Brown,6.95,59.68,20.44,Healthy
PLANT_1589,Corn,Brown,3.53,89.94,16.62,Healthy
PLANT_1590,Rice,Yellow,6.81,77.09,33.08,Healthy
PLANT_1591,Potato,Yellow,2.6,58.07,30.02,Healthy
PLANT_1592,Wheat,Brown,0.44,66.75,15.16,Healthy
PLANT_1593,Potato,Green,0.26,43.99,31.06,Mild Infection
PLANT_1594,Potato,Yellow,5.03,48.37,25.6,Healthy
PLANT_1595,Rice,Brown,5.54,88.29,26.83,Healthy
PLANT_1596,Tomato,Yellow,7.43,76.5,33.55,Healthy
PLANT_1597,Wheat,Yellow,6.52,61.56,20.74,Mild Infection
PLANT_1598,Potato,Yellow,6.22,89.47,16.2,Healthy
PLANT_1599,Tomato,Green,7.0,60.83,25.1,Severe Infection
PLANT_1600,Potato,Brown,5.31,64.81,22.42,Healthy
PLANT_1601,Wheat,Brown,4.13,67.41,25.02,Healthy
PLANT_1602,Potato,Yellow,0.82,44.88,17.17,Healthy
PLANT_1603,Potato,Yellow,3.1,67.97,16.47,Healthy
PLANT_1604,Potato,Yellow,8.59,42.64,18.72,Healthy
PLANT_1605,Rice,Yellow,4.2,46.57,24.21,Mild Infection
PLANT_1606,Corn,Green,0.67,62.21,15.21,Healthy
PLANT_1607,Wheat,Yellow,0.89,69.19,21.83,Severe Infection
PLANT_1608,Potato,Green,3.92,71.04,16.51,Healthy
PLANT_1609,Rice,Green,0.72,39.31,26.55,Healthy
PLANT_1610,Wheat,Brown,6.2,73.65,29.33,Mild Infection
PLANT_1611,Corn,Yellow,6.14,30.49,31.31,Healthy
PLANT_1612,Rice,Green,2.23,40.99,21.2,Severe Infection
PLANT_1613,Potato,Yellow,1.74,30.61,16.95,Healthy
PLANT_1614,Potato,Green,9.59,40.28,21.29,Healthy
PLANT_1615,Corn,Brown,6.03,75.9,24.07,Healthy
PLANT_1616,Corn,Brown,4.78,70.49,21.15,Healthy
PLANT_1617,Tomato,Brown,2.91,77.93,31.29,Mild Infection
PLANT_1618,Wheat,Yellow,9.97,71.9,25.34,Mild Infection
PLANT_1619,Rice,Yellow,3.75,73.0,20.57,Mild Infection
PLANT_1620,Tomato,Brown,8.95,41.64,21.57,Healthy
PLANT_1621,Wheat,Green,4.2,62.98,17.82,Healthy
PLANT_1622,Rice,Green,6.47,61.41,17.08,Healthy
PLANT_1623,Corn,Yellow,5.75,62.43,17.27,Healthy
PLANT_1624,Rice,Yellow,3.25,35.44,24.33,Healthy
PLANT_1625,Potato,Green,0.01,50.84,21.15,Healthy
PLANT_1626,Rice,Brown,1.1,76.71,23.2,Healthy
PLANT_1627,Corn,Green,1.34,48.19,18.49,Severe Infection
PLANT_1628,Rice,Brown,3.84,46.31,26.78,Mild Infection
PLANT_1629,Rice,Brown,5.66,31.2,26.75,Healthy
PLANT_1630,Tomato,Green,3.97,71.11,16.46,Healthy
PLANT_1631,Rice,Green,1.87,88.1,28.38,Mild Infection
PLANT_1632,Rice,Yellow,2.7,30.26,31.5,Severe Infection
PLANT_1633,Corn,Brown,8.6,86.99,30.43,Mild Infection
PLANT_1634,Rice,Yellow,4.85,65.92,25.24,Healthy
PLANT_1635,Tomato,Green,1.11,63.58,23.44,Healthy
PLANT_1636,Potato,Green,5.99,84.42,30.37,Healthy
PLANT_1637,Corn,Brown,5.5,74.27,18.67,Severe Infection
PLANT_1638,Corn,Brown,5.33,70.47,16.16,Healthy
PLANT_1639,Rice,Yellow,9.64,37.9,32.53,Healthy
